incident_id,stock_ticker,price_7d_before,price_disclosure_day,price_1d_after,price_7d_after,price_30d_after,volume_avg_30d_baseline,volume_disclosure_day,sector_index,sector_return_same_period,abnormal_return_1d,abnormal_return_7d,abnormal_return_30d,car_neg1_to_pos1,car_0_to_7,car_0_to_30,car_0_to_90,t_statistic_1d,p_value_1d,t_statistic_30d,p_value_30d,earnings_announcement_within_7d,market_cap_at_disclosure,volume_ratio_disclosure,pre_incident_volatility_30d,post_incident_volatility_30d,days_to_price_recovery,notes,created_at,updated_at
2021-1015-001,KELL.DE,27.7,27.41,27.19,27.08,26.7,16560878,64114623,S&P 500 Health Care,0.011121,-0.008029,-0.01187,-0.025962,-0.006815,-0.01187,-0.025962,-0.022403,-0.7736,1.0,-0.728,1.0,False,26209294501.95,3.8715,0.010412,0.018005,83,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0210-001,RMM.MX,99.36,100.89,98.39,99.38,98.26,204089,593898,S&P 500 Health Care,0.023447,-0.024752,-0.014942,-0.02605,-0.028781,-0.014942,-0.02605,0.007348,-1.7143,1.0,-1.3123,1.0,False,71068380822.99,2.91,0.030389,0.036204,72,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0908-001,SELE.L,392.12,366.57,348.42,348.63,363.64,5583845,17592522,S&P 500 Consumer Discretionary,-0.011824,-0.049506,-0.048941,-0.007991,-0.04023,-0.048941,-0.007991,-0.004227,-2.7062,0.6469,-0.3488,1.0,True,352165798301.7,3.1506,0.025636,0.041525,12,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1114-002,TCB.DE,105.54,102.94,99.63,100.09,99.84,49328,90417,S&P 500,0.018977,-0.032154,-0.027653,-0.030163,-0.031742,-0.027653,-0.030163,-0.033395,-2.7308,0.6346,-1.7478,1.0,False,58511996625.33,1.833,0.022468,0.032827,300,Low pre-incident trading volume reduces baseline reliability; interpret with caution,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0529-001,EDWA,301.09,284.46,276.85,272.06,274.82,443726,1645605,S&P 500 Financials,0.019847,-0.026764,-0.043585,-0.033888,-0.023785,-0.043585,-0.033888,-0.037087,-2.228,0.886,-1.229,1.0,False,418660366892.87,3.7086,0.015145,0.02108,130,Concurrent dividend announcement partially offset negative price reaction,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0622-002,SPAR.L,5.57,5.49,5.38,5.33,5.43,145077,335353,S&P 500 Utilities,0.012011,-0.020934,-0.028499,-0.010586,-0.018526,-0.028499,-0.010586,-0.005133,-1.386,1.0,-2.1172,0.9414,False,1670932576.97,2.3116,0.026878,0.047969,32,CEO resignation announced 30 days post-disclosure; confounding event flagged,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0716-001,SHM,46.5,46.39,43.72,42.84,45.71,7236986,16023577,S&P 500 Health Care,0.003876,-0.057612,-0.0765,-0.014576,-0.074437,-0.0765,-0.014576,-0.021671,-2.8688,0.5656,-0.4972,1.0,False,63044935461.73,2.2141,0.027367,0.036243,16,Post-incident volatility spike consistent with uncertainty resolution over 14 trading days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0723-001,CAMP.BA,35.41,33.37,31.51,31.73,32.22,2359193,6044591,S&P 500,0.02952,-0.055724,-0.04902,-0.034598,-0.050833,-0.04902,-0.034598,-0.019009,-3.774,0.113,-1.0837,1.0,False,10904254595.71,2.5621,0.036252,0.072153,122,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0804-001,AURA,282.48,261.56,246.89,245.87,255.92,19885894,65617196,S&P 500 Health Care,-0.019357,-0.056092,-0.06,-0.021545,-0.054115,-0.06,-0.021545,-0.019988,-3.4626,0.2687,-0.9669,1.0,False,123633377577.39,3.2997,0.037554,0.074019,62,Stock halted for 8 hours on disclosure day per exchange circuit breaker,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1130-001,VCS,221.72,221.33,221.32,221.37,226.66,113181,294756,S&P 500 Industrials,0.025466,-3.4e-05,0.000179,0.024076,-3.4e-05,0.000179,0.024076,0.006746,-0.0023,1.0,1.2832,1.0,False,84225909323.08,2.6043,0.022418,0.031648,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1227-001,NAKA,38.39,37.71,36.54,36.44,36.8,10357888,26147519,S&P 500 Consumer Discretionary,-0.014696,-0.031041,-0.033751,-0.024258,-0.035782,-0.033751,-0.024258,-0.033981,-3.1237,0.43815,-1.0117,1.0,False,31647821691.17,2.5244,0.010872,0.020354,144,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0915-001,FAE.PA,6.37,5.82,5.57,5.57,5.72,24555937,48885893,S&P 500 Energy,-0.002077,-0.043707,-0.042247,-0.017995,-0.042688,-0.042247,-0.017995,0.000739,-3.5419,0.22905,-1.0146,1.0,False,1470356069.01,1.9908,0.011892,0.015023,41,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0119-002,LWS.DU,93.36,91.38,90.28,89.08,87.55,2670084,8541435,S&P 500,0.005174,-0.012091,-0.025222,-0.041869,-0.009751,-0.025222,-0.041869,-0.029678,-0.8167,1.0,-3.8608,0.0696,False,38121155561.47,3.1989,0.029302,0.039255,335,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0418-001,CURE.MI,136.26,131.9,131.3,133.75,131.71,870949,2944023,S&P 500 Health Care,0.000898,-0.004536,0.014004,-0.001404,-0.005205,0.014004,-0.001404,-0.016988,-0.3487,1.0,-0.0558,1.0,False,24087273076.52,3.3802,0.028321,0.035712,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1231-002,ZEN1.L,343.29,345.68,340.3,339.17,336.93,3272335,12052228,S&P 500 Financials,-0.00067,-0.015567,-0.018844,-0.025309,-0.016643,-0.018844,-0.025309,-0.008264,-0.8317,1.0,-2.1226,0.9387,False,91839072714.57,3.6831,0.02794,0.047106,178,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1204-002,SULL.L,17.75,16.13,15.78,15.97,15.85,66889532,172862802,S&P 500 Financials,0.012939,-0.021438,-0.010212,-0.017605,-0.018161,-0.010212,-0.017605,-0.022588,-2.421,0.7895,-0.8415,1.0,False,3086419492.12,2.5843,0.032919,0.043758,41,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0203-001,ERE.L,84.35,89.34,88.17,88.85,88.48,2204633,4157716,S&P 500 Energy,-0.007155,-0.013072,-0.005538,-0.009663,-0.015238,-0.005538,-0.009663,0.001472,-0.705,1.0,-0.4671,1.0,False,18885907662.68,1.8859,0.022327,0.029677,11,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0719-001,IRVI,14.61,13.97,12.92,12.62,12.75,7030019,25446301,S&P 500 Information Technology,0.022475,-0.075333,-0.096538,-0.08757,-0.079435,-0.096538,-0.08757,-0.095579,-8.9843,0.0002,-6.0812,0.0002,False,2096331183.94,3.6197,0.036376,0.040859,301,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0108-002,CLOU.DE,674.92,638.24,611.07,606.83,622.11,6353856,15706618,S&P 500 Information Technology,-0.006827,-0.042578,-0.049218,-0.025266,-0.052413,-0.049218,-0.025266,-0.020421,-1.8145,1.0,-0.9241,1.0,False,418235863367.66,2.472,0.021083,0.041571,211,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1225-002,NAS1,9.31,8.86,8.3,8.16,8.31,533948,2129492,S&P 500 Financials,0.026784,-0.063601,-0.079461,-0.062183,-0.058108,-0.079461,-0.062183,-0.033879,-5.9798,0.0002,-3.8813,0.05935,False,2723004371.26,3.9882,0.024676,0.045625,182,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1208-001,THEH.AS,15.09,14.46,14.14,14.31,14.31,2392187,4932839,S&P 500 Financials,0.015879,-0.022414,-0.010237,-0.010209,-0.024366,-0.010237,-0.010209,-0.015859,-1.6849,1.0,-1.8221,1.0,False,1667903380.97,2.0621,0.031128,0.036052,50,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1229-001,ORLA.JO,36.93,37.49,35.86,36.71,37.59,12221829,47822038,S&P 500 Information Technology,-0.006599,-0.043419,-0.020881,0.002733,-0.036298,-0.020881,0.002733,-0.014353,-3.0817,0.45915,0.2446,1.0,False,35473540419.11,3.9128,0.029688,0.050563,20,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0814-002,RGP.AS,242.05,253.62,254.72,255.93,255.83,1104073,2651271,S&P 500 Health Care,0.002033,0.004342,0.009119,0.008708,0.004596,0.009119,0.008708,0.016989,0.8684,1.0,0.3665,1.0,False,174029534026.42,2.4014,0.037598,0.054358,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0321-001,SHEF.L,412.31,427.76,416.65,424.21,436.85,20725408,67910440,S&P 500 Financials,0.01867,-0.025976,-0.008297,0.021257,-0.029739,-0.008297,0.021257,0.002801,-1.3452,1.0,1.3674,1.0,False,227691585700.92,3.2767,0.017128,0.023967,24,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0303-001,DRIL.TO,31.7,30.92,29.97,29.67,30.24,1429636,3176599,S&P 500 Energy,0.023871,-0.030842,-0.040441,-0.021893,-0.039484,-0.040441,-0.021893,-0.02295,-2.0029,0.99855,-0.9244,1.0,False,8985239793.28,2.222,0.036124,0.05359,128,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0928-001,TURN.L,587.33,564.42,531.85,545.18,561.49,1704693,2647729,S&P 500 Consumer Discretionary,0.019209,-0.057712,-0.034084,-0.005191,-0.054484,-0.034084,-0.005191,0.009747,-3.4975,0.25125,-0.2422,1.0,False,254970643901.98,1.5532,0.038499,0.068777,42,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0707-001,MATR,71.55,66.66,62.52,60.25,64.58,693964,2148881,S&P 500 Industrials,-0.019669,-0.062049,-0.09619,-0.031242,-0.065479,-0.09619,-0.031242,-0.000289,-2.8419,0.57905,-2.1962,0.9019,False,60165783076.41,3.0965,0.024124,0.029821,126,Cross-listed on multiple exchanges; primary exchange data used for return calculation,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0202-001,MEDN.NS,12.67,13.09,13.04,12.92,12.96,14143843,55490054,S&P 500 Health Care,0.006983,-0.004017,-0.013125,-0.009616,-0.004453,-0.013125,-0.009616,-0.015718,-0.2705,1.0,-0.6086,1.0,False,7355688397.88,3.9233,0.012334,0.016087,28,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0409-001,BZE.L,654.62,599.62,574.38,579.68,585.1,915055,1975907,S&P 500 Industrials,0.003592,-0.042094,-0.033258,-0.024213,-0.038722,-0.033258,-0.024213,-0.037282,-2.6363,0.68185,-0.8895,1.0,True,378222379757.58,2.1593,0.032713,0.050085,80,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0627-002,TAN1,517.17,503.49,479.73,486.12,504.52,134036,322628,S&P 500 Information Technology,0.005098,-0.047184,-0.034497,0.002042,-0.043443,-0.034497,0.002042,0.015234,-2.7724,0.6138,0.4084,1.0,False,61231327315.71,2.407,0.039505,0.071727,18,Thinly traded stock (avg volume < 100K); abnormal returns subject to higher noise,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0418-001,GRAH.DE,148.5,136.6,135.01,136.75,140.38,3530067,11376410,S&P 500 Information Technology,0.025191,-0.011671,0.001089,0.027645,-0.01365,0.001089,0.027645,0.018661,-2.1695,0.91525,1.1556,1.0,False,76943345325.72,3.2227,0.018862,0.034052,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0305-001,HELI.IR,615.88,588.48,573.89,581.26,572.53,223699,349843,S&P 500 Information Technology,0.028152,-0.024786,-0.012261,-0.027106,-0.022864,-0.012261,-0.027106,-0.027469,-1.4652,1.0,-1.1084,1.0,True,318182440495.98,1.5639,0.024787,0.028987,268,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1120-001,TAC.DE,17.71,16.88,16.44,16.82,17.35,1339735,4451756,S&P 500 Information Technology,0.014851,-0.026116,-0.003423,0.027904,-0.024334,-0.003423,0.027904,0.009172,-1.8221,1.0,1.241,1.0,False,9641116523.52,3.3229,0.020847,0.024525,28,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0310-001,YAMA.KS,618.77,594.01,574.89,584.59,573.34,1657524,3638529,S&P 500 Financials,-0.001889,-0.032185,-0.015857,-0.034796,-0.035302,-0.015857,-0.034796,-0.006885,-2.1655,0.91725,-2.631,0.6845,False,577493521581.61,2.1952,0.017539,0.02416,307,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0215-002,RALE,9.31,9.0,8.88,8.92,8.77,685758,1462581,S&P 500 Health Care,-0.010514,-0.013472,-0.008541,-0.025036,-0.013085,-0.008541,-0.025036,-0.014591,-0.7073,1.0,-0.9786,1.0,False,3440696386.48,2.1328,0.035364,0.065853,301,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1022-003,MAR1.TO,349.83,317.44,299.08,309.18,306.28,1072916,1794616,S&P 500 Consumer Discretionary,-0.018991,-0.057828,-0.026014,-0.035152,-0.06347,-0.026014,-0.035152,-0.040367,-6.1268,0.0002,-2.1087,0.94565,False,860101033940.04,1.6727,0.015401,0.021992,300,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0715-001,BULK.SA,57.01,52.75,50.75,52.51,53.48,1169405,3031744,S&P 500,0.029058,-0.03797,-0.004525,0.013775,-0.031319,-0.004525,0.013775,0.0238,-6.7043,0.0002,0.5751,1.0,False,24136567524.58,2.5926,0.024166,0.026762,22,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0130-001,GHL,103.77,102.07,99.13,100.35,100.61,868518,2203975,S&P 500 Health Care,-0.013807,-0.028799,-0.016872,-0.014259,-0.03414,-0.016872,-0.014259,-0.005648,-2.5606,0.7197,-0.4198,1.0,False,36486612659.32,2.5376,0.018799,0.02499,31,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0318-002,BREN.AS,6.42,6.28,5.96,6.04,6.16,5239986,16874279,S&P 500 Information Technology,0.021438,-0.051165,-0.038259,-0.019079,-0.063836,-0.038259,-0.019079,-0.030687,-7.7867,0.0002,-1.0008,1.0,False,3429037650.48,3.2203,0.034252,0.062589,49,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0302-001,EDMO.TO,496.8,477.98,458.81,445.71,477.07,1142072,1832210,S&P 500 Health Care,0.021241,-0.040107,-0.067507,-0.001902,-0.037597,-0.067507,-0.001902,-0.019162,-4.5141,0.0002,-0.0768,1.0,False,317081012551.47,1.6043,0.016488,0.029588,35,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1025-001,MART.SW,14.76,13.73,12.94,12.96,13.05,419518,1194772,S&P 500 Consumer Discretionary,-0.01038,-0.057774,-0.056357,-0.049691,-0.072736,-0.056357,-0.049691,-0.021385,-3.5756,0.2122,-2.247,0.8765,False,141001461.97,2.848,0.012107,0.024169,45,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0902-002,GUES.CO,46.25,46.24,45.37,45.7,44.65,42808,114744,S&P 500 Consumer Discretionary,0.003161,-0.018904,-0.011574,-0.034326,-0.017688,-0.011574,-0.034326,-0.039774,-1.6288,1.0,-1.0506,1.0,False,12882687638.64,2.6804,0.025503,0.038113,149,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0501-002,IRR.TO,13.98,12.64,11.83,11.72,11.55,1163208,3953502,S&P 500 Consumer Discretionary,0.01676,-0.064235,-0.072723,-0.086424,-0.073577,-0.072723,-0.086424,-0.094421,-5.4472,0.0002,-5.1001,0.0002,False,10360780602.66,3.3988,0.020196,0.034481,322,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0411-001,RCS.OL,8.51,8.51,8.0,8.31,8.32,665250,2598234,S&P 500 Industrials,-0.016512,-0.060516,-0.023854,-0.022725,-0.077594,-0.023854,-0.022725,-0.004932,-3.5938,0.2031,-0.9107,1.0,False,952167256.76,3.9057,0.012969,0.025047,170,Cross-listed on multiple exchanges; primary exchange data used for return calculation,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0607-002,QUIN,12.21,10.79,10.63,10.5,10.27,1001130,1723429,S&P 500 Communication Services,0.012163,-0.014813,-0.026702,-0.047884,-0.017531,-0.026702,-0.047884,-0.032419,-0.9252,1.0,-1.499,1.0,False,3990042715.98,1.7215,0.021367,0.041989,363,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0422-001,TIP,6.94,6.23,6.16,6.26,6.36,591242,1045950,S&P 500 Information Technology,0.020538,-0.010554,0.004702,0.020735,-0.012026,0.004702,0.020735,0.021674,-0.4057,1.0,1.1535,1.0,False,1220698290.51,1.7691,0.031546,0.050847,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1106-001,CARB.BR,8.63,8.63,8.08,7.71,7.93,2596996,5296351,S&P 500 Industrials,-0.015222,-0.064089,-0.106112,-0.081064,-0.067163,-0.106112,-0.081064,-0.05579,-3.7476,0.1262,-2.4939,0.75305,False,489446422.46,2.0394,0.027266,0.050313,115,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1212-001,WINN.TO,8.85,8.06,7.91,7.76,7.81,1417960,4418056,S&P 500 Health Care,-0.01451,-0.018192,-0.036761,-0.031201,-0.015632,-0.036761,-0.031201,-0.022367,-1.523,1.0,-2.4011,0.79945,False,1849602590.06,3.1158,0.010568,0.015002,83,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0119-001,BELO.SA,34.62,34.03,33.41,32.63,34.09,580588,904894,S&P 500 Financials,0.015458,-0.018261,-0.04115,0.001901,-0.017127,-0.04115,0.001901,-0.016918,-1.6431,1.0,0.0833,1.0,False,13122344451.12,1.5586,0.011799,0.016665,56,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0424-001,CREA.L,13.5,13.38,13.44,13.22,13.4,211973,344537,S&P 500 Communication Services,0.021763,0.004843,-0.012175,0.00126,0.006221,-0.012175,0.00126,0.001435,0.2274,1.0,0.0676,1.0,False,531077051.31,1.6254,0.03035,0.040349,46,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1225-001,GUTI.CO,8.72,7.97,7.34,7.23,7.57,399603,1517836,S&P 500 Financials,0.011138,-0.079298,-0.093316,-0.050271,-0.082721,-0.093316,-0.050271,-0.059624,-4.4519,0.0002,-2.9913,0.50435,False,362822759.88,3.7984,0.022679,0.028464,345,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0412-002,PCD,39.73,37.07,35.95,35.32,36.31,423725,1285052,S&P 500 Health Care,0.029951,-0.030338,-0.047262,-0.020389,-0.028709,-0.047262,-0.020389,-0.005759,-1.7203,1.0,-0.7673,1.0,False,11245884174.86,3.0328,0.020419,0.030559,122,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0112-002,PIR.L,84.03,82.9,81.52,81.78,83.34,450713,1558138,S&P 500 Consumer Discretionary,-0.016237,-0.016689,-0.013553,0.005281,-0.015212,-0.013553,0.005281,0.00849,-1.0169,1.0,0.3999,1.0,False,91656525501.03,3.4571,0.020913,0.026679,46,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0711-001,HARB.L,19.32,17.99,17.56,17.47,18.07,5492316,18942606,S&P 500 Consumer Discretionary,-0.0064,-0.023994,-0.028966,0.004498,-0.029278,-0.028966,0.004498,0.016252,-1.1983,1.0,0.2513,1.0,False,7192226015.03,3.4489,0.0225,0.042246,55,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0705-002,CAS.AX,10.66,9.41,9.38,9.23,9.22,63598,170627,S&P 500 Industrials,0.002822,-0.002794,-0.019181,-0.020359,-0.00273,-0.019181,-0.020359,-0.010356,-0.1488,1.0,-0.7097,1.0,False,252509430.09,2.6829,0.030209,0.057902,351,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1211-001,PALM.BR,586.49,574.22,571.89,571.87,569.32,218864,404350,S&P 500 Financials,0.025869,-0.004055,-0.004101,-0.008532,-0.003759,-0.004101,-0.008532,-0.021312,-0.1879,1.0,-0.5059,1.0,False,467761260716.34,1.8475,0.038212,0.051012,8,Thinly traded stock (avg volume < 100K); abnormal returns subject to higher noise,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0327-001,EDIN.L,7.4,7.4,7.15,7.18,7.22,308598,1125087,S&P 500 Information Technology,0.021634,-0.034268,-0.029437,-0.0239,-0.032937,-0.029437,-0.0239,-0.032302,-1.7589,1.0,-0.6501,1.0,False,10180841210.0,3.6458,0.026245,0.03854,318,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0608-001,TAKA,411.01,427.14,398.53,414.66,426.1,548466,2187419,S&P 500 Health Care,-0.009249,-0.066974,-0.029225,-0.002433,-0.060035,-0.029225,-0.002433,-0.007079,-5.8989,0.0002,-0.2786,1.0,True,299744420386.6,3.9882,0.032488,0.039915,12,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0715-002,DEAL,296.37,268.5,264.67,261.82,268.23,2043702,5703356,S&P 500 Consumer Discretionary,-0.01609,-0.014246,-0.024891,-0.001005,-0.01275,-0.024891,-0.001005,0.009582,-0.7597,1.0,-0.065,1.0,False,261348264332.32,2.7907,0.010207,0.014345,46,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0427-001,SPEC,10.11,9.55,9.36,9.17,9.66,1309535,3072507,S&P 500,0.014285,-0.020275,-0.040053,0.011668,-0.016527,-0.040053,0.011668,0.004998,-1.6903,1.0,0.6186,1.0,False,1583860457.82,2.3463,0.0173,0.028521,19,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1018-001,PCD,27.58,27.57,26.96,27.66,27.87,692832,2047542,S&P 500 Health Care,0.015295,-0.022062,0.003438,0.011013,-0.022356,0.003438,0.011013,0.000931,-1.0289,1.0,0.6652,1.0,False,9089346766.31,2.9553,0.016579,0.031483,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0831-001,TWR,12.8,11.79,11.0,10.87,11.84,446639,770482,S&P 500 Information Technology,0.005396,-0.067117,-0.078109,0.004261,-0.058954,-0.078109,0.004261,0.01598,-3.2673,0.36635,0.2606,1.0,False,3692401604.13,1.7251,0.019571,0.023644,38,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1030-001,BRIS.L,9.72,9.35,8.79,9.1,9.06,955411,3456096,S&P 500 Information Technology,0.01099,-0.059465,-0.026643,-0.030836,-0.058333,-0.026643,-0.030836,-0.03707,-3.7474,0.1263,-2.1913,0.90435,False,3372997432.57,3.6174,0.022538,0.032352,150,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1013-001,DRAF,46.36,44.43,42.45,41.29,41.66,766693,1300924,S&P 500,0.003946,-0.044565,-0.070688,-0.062266,-0.056912,-0.070688,-0.062266,-0.016298,-3.0995,0.45025,-2.8306,0.5847,False,37247935571.81,1.6968,0.028697,0.047319,174,Sector-wide sell-off during 30-day window (market correction),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0621-001,CGD,7.3,6.83,6.54,6.78,6.94,4136478,10562280,S&P 500 Health Care,-0.013509,-0.04261,-0.007608,0.015574,-0.034668,-0.007608,0.015574,0.003289,-2.4102,0.7949,0.6972,1.0,False,2384099768.8,2.5534,0.010909,0.015071,30,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0512-001,END.CO,48.86,45.05,43.26,43.11,44.72,306766,1179413,S&P 500 Health Care,-0.005933,-0.03973,-0.042959,-0.00722,-0.051476,-0.042959,-0.00722,8.2e-05,-3.3365,0.33175,-0.5107,1.0,False,8743803050.53,3.8447,0.017669,0.035325,28,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0326-001,GUAR.BR,78.66,74.72,73.98,72.94,75.14,1478844,5034943,S&P 500 Financials,-0.016028,-0.009882,-0.023829,0.005594,-0.010608,-0.023829,0.005594,-0.008771,-0.7471,1.0,0.165,1.0,False,9138867043.19,3.4046,0.035394,0.049767,16,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0817-001,BELF.L,218.03,223.42,221.02,222.23,224.0,461361,863950,S&P 500 Industrials,0.011639,-0.010729,-0.005315,0.002575,-0.011958,-0.005315,0.002575,0.017077,-0.7608,1.0,0.0804,1.0,False,108095394457.3,1.8726,0.013037,0.020017,39,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0204-001,FRAN.DE,52.66,48.15,44.42,46.28,45.33,2490790,6557805,S&P 500 Financials,0.002711,-0.077538,-0.038794,-0.058621,-0.082641,-0.038794,-0.058621,-0.060073,-7.48,0.0002,-2.5619,0.71905,False,12021652069.56,2.6328,0.014828,0.024426,287,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0930-001,HAIF.TA,243.64,253.27,243.45,243.57,250.57,159679,546602,S&P 500 Health Care,-0.018386,-0.03876,-0.038304,-0.010678,-0.037782,-0.038304,-0.010678,-0.011272,-2.1174,0.9413,-1.4797,1.0,False,81103162871.92,3.4231,0.018718,0.032575,32,Company issued unrelated M&A announcement 45 days before disclosure,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0922-001,LIN1,8.18,7.72,7.25,7.1,7.09,223586,609181,S&P 500 Energy,0.003741,-0.060279,-0.080805,-0.081664,-0.051391,-0.080805,-0.081664,-0.037002,-4.5663,0.0002,-3.2327,0.38365,False,7468942147.44,2.7246,0.010135,0.016536,260,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0628-002,STRU.OL,10.88,10.42,9.76,9.61,9.94,1107646,2435610,S&P 500 Industrials,-0.006258,-0.062864,-0.077435,-0.046366,-0.074909,-0.077435,-0.046366,-0.014127,-4.3338,0.0002,-1.775,1.0,False,2555791907.67,2.1989,0.02729,0.0343,124,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0406-001,CMI.DE,203.86,195.03,184.29,181.68,184.97,686386,1267724,S&P 500 Financials,0.017545,-0.055048,-0.068476,-0.051596,-0.058046,-0.068476,-0.051596,-0.017983,-3.8292,0.0854,-2.0309,0.98455,False,92771238069.24,1.847,0.022786,0.03295,286,Company share buyback program active during post-incident window,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0330-001,VDO.PA,16.95,16.26,15.6,15.57,15.59,43411,91794,S&P 500 Consumer Discretionary,0.024181,-0.040445,-0.042683,-0.041246,-0.038166,-0.042683,-0.041246,-0.010871,-1.8387,1.0,-2.1355,0.93225,True,9088770005.11,2.1145,0.037984,0.069225,151,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0810-003,FLIN.NS,95.31,89.94,87.89,86.54,85.46,367342,1303145,S&P 500 Financials,-0.002379,-0.022766,-0.037858,-0.049779,-0.026493,-0.037858,-0.049779,-0.05794,-1.5185,1.0,-2.7446,0.6277,False,102235825536.89,3.5475,0.027475,0.049702,70,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0623-002,WING,35.16,35.95,34.95,34.59,35.76,1547785,2458666,S&P 500 Industrials,0.02137,-0.027715,-0.037829,-0.005336,-0.024949,-0.037829,-0.005336,-0.017848,-2.1434,0.9283,-0.1606,1.0,False,15879122070.82,1.5885,0.039352,0.048808,32,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
